,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Skill Moves,Position,Joined,Contract Valid Until,Height,Weight,Release Clause
1220,219689,S. Lizana,25,Chile,66,68,CD Palestino,775.0,2,Right,1.0,3.0,CAM,2018,01/01/2023,5.5,150.0,1100.0
1221,219690,Diego Galo,34,Brazil,71,71,CD Aves,725.0,8,Right,1.0,2.0,LCB,2017,01/01/2019,6.083333333,176.0,1500.0
1222,219715,R. Di Gennaro,24,Italy,67,70,Inter,675.0,11,Right,1.0,1.0,GK,2010,01/01/2023,6.166666667,176.0,1200.0
1223,219720,A. Boniotti,23,Italy,62,67,Brescia,350.0,1,Right,1.0,2.0,RB,2013,01/01/2019,5.833333333,159.0,569.0
1225,219746,D. Torres,25,Chile,65,68,CD Palestino,550.0,1,Left,1.0,3.0,LB,2012,01/01/2018,5.75,154.0,784.0
1226,219774,Sebas Moyano,21,Spain,60,73,Córdoba CF,400.0,1,Right,1.0,2.0,RM,2014,01/01/2019,5.666666667,146.0,870.0
1227,219785,T. Holmes-Dennis,22,England,64,70,Bristol Rovers,525.0,2,Left,1.0,2.0,LB,2018,01/01/2020,5.833333333,161.0,1000.0
1228,219809,T. Bakayoko,23,France,80,85,Milan,17000.0,85,Right,2.0,3.0,LCM,2016,30/06/2019,6.166666667,187.0,4585.060806
1229,219900,J. Dall'Oglio,26,Italy,65,66,Brescia,625.0,1,Right,1.0,3.0,LCM,2015,01/01/2019,6.0,170.0,1000.0
1231,219985,M. Vecino,26,Uruguay,80,81,Inter,14500.0,63,Right,2.0,4.0,LM,2017,01/01/2022,6.166666667,179.0,25700.0
1232,219998,J. Mauri,22,Italy,72,79,Milan,4300.0,43,Right,1.0,3.0,CM,2015,01/01/2019,5.583333333,143.0,8200.0
1233,220019,M. Harness,22,England,58,62,Burton Albion,170.0,1,Right,1.0,3.0,RM,2013,01/01/2023,6.0,154.0,310.0
1234,220048,S. Scuffet,22,Italy,72,82,Udinese,3800.0,11,Right,2.0,1.0,GK,2013,01/01/2022,6.25,172.0,7700.0
1235,220051,M. Miloš,25,Croatia,69,72,CD Aves,1100.0,5,Right,1.0,3.0,RB,2018,01/01/2022,5.75,154.0,2400.0
1236,220058,D. Phillips,23,England,66,75,Charlton Athletic,750.0,3,Right,1.0,1.0,GK,2013,01/01/2019,6.166666667,168.0,1500.0
1237,220093,H. Hateboer,24,Netherlands,75,80,Atalanta,9000.0,22,Right,1.0,3.0,RM,2017,01/01/2020,6.166666667,163.0,16000.0
1238,220127,João Silva,28,Portugal,67,67,CD Feirense,800.0,5,Right,1.0,2.0,ST,2017,01/01/2019,6.166666667,174.0,1700.0
1239,220165,J. Pohjanpalo,23,Finland,72,77,Bayer 04 Leverkusen,4200.0,35,Right,1.0,3.0,ST,2014,01/01/2022,6.0,192.0,7500.0
1240,220190,Cristian Arco,23,Spain,55,61,Cádiz CF,90.0,1,Right,1.0,1.0,GK,2018,01/01/2020,5.916666667,165.0,162.0
1243,220253,Munir,22,Spain,77,83,FC Barcelona,12500.0,115,Left,2.0,4.0,ST,2015,01/01/2019,5.75,152.0,28100.0
1244,220348,Isaac Carcelén,25,Spain,66,70,CF Rayo Majadahonda,675.0,2,Right,1.0,2.0,RM,2018,01/01/2019,5.833333333,165.0,1100.0
1246,220477,M. Caldara,24,Italy,80,86,Milan,17500.0,73,Right,2.0,2.0,CB,2018,01/01/2023,6.166666667,176.0,33300.0
1247,220493,A. Barreca,23,Italy,75,80,AS Monaco,7500.0,42,Left,1.0,3.0,LB,2018,01/01/2021,5.916666667,154.0,14800.0
1250,220605,J. Rodríguez,22,Colombia,66,76,CD Tenerife,1000.0,3,Right,1.0,3.0,ST,2014,01/01/2019,5.833333333,157.0,1900.0
1251,220659,J. Brownhill,22,England,71,79,Bristol City,3400.0,23,Right,1.0,3.0,RCM,2016,01/01/2021,5.833333333,152.0,7200.0
1252,220665,G. Wüthrich,23,Switzerland,65,72,BSC Young Boys,650.0,4,Right,1.0,2.0,CB,2013,01/01/2020,6.333333333,194.0,1100.0
1253,220677,J. Morrell,21,Wales,62,71,Bristol City,475.0,5,Right,1.0,3.0,CM,2014,01/01/2019,5.5,141.0,998.0
1254,220807,M. O'Leary,21,England,61,72,Bristol City,350.0,3,Right,1.0,1.0,GK,2013,01/01/2021,6.083333333,172.0,735.0
1255,220829,E. Torregrossa,26,Italy,69,71,Brescia,1300.0,3,Left,1.0,3.0,RS,2014,01/01/2019,6.0,176.0,2100.0
1256,220834,Marco Asensio,22,Spain,85,92,Real Madrid,54000.0,215,Left,3.0,4.0,RW,2015,01/01/2023,6.0,168.0,121500.0
1257,220889,Guille Donoso,22,Spain,68,76,CD Lugo,1300.0,4,Right,1.0,3.0,RM,2017,01/01/2019,5.666666667,143.0,2400.0
1258,220905,J. Aholou,24,Ivory Coast,76,83,AS Monaco,9500.0,44,Left,1.0,3.0,LDM,2018,01/01/2023,6.166666667,163.0,20000.0
1259,220969,N. Eliasson,22,Sweden,69,78,Bristol City,1600.0,17,Left,1.0,3.0,RM,2017,01/01/2020,5.833333333,159.0,3400.0
1260,220971,N. Keïta,23,Guinea,83,88,Liverpool,34000.0,120,Right,2.0,4.0,CM,2018,01/01/2023,5.666666667,141.0,67200.0
1261,221095,Dani Romera,22,Spain,67,75,Cádiz CF,1100.0,4,Right,1.0,3.0,ST,2017,01/01/2021,5.666666667,152.0,2000.0
1262,221144,Alain Oyarzun,24,Spain,68,71,CD Numancia,1100.0,4,Left,1.0,3.0,LW,2018,01/01/2020,5.833333333,157.0,1900.0
1263,221201,T. Leibold,24,Germany,73,76,1. FC Nürnberg,4200.0,15,Left,1.0,3.0,LB,2015,01/01/2021,5.75,159.0,7800.0
1264,221286,Ricardo Vaz,23,Portugal,66,71,CF Reus Deportiu,850.0,2,Right,1.0,3.0,LM,2015,01/01/2020,5.666666667,150.0,1400.0
1265,221322,E. O'Connell,22,Republic of Ireland,65,71,Bury,625.0,3,Right,1.0,2.0,CB,2017,01/01/2020,6.083333333,176.0,1200.0
1266,221332,G. Guerrieri,22,Italy,61,68,Lazio,260.0,4,Right,1.0,1.0,GK,2015,01/01/2021,6.0,172.0,494.0
1268,221452,Nano,23,Spain,70,76,CD Tenerife,2500.0,12,Right,1.0,3.0,ST,2016,30/06/2019,5.666666667,170.0,4585.060806
1269,221464,I. Ibañez,21,Chile,55,63,CD Everton de Viña del Mar,110.0,1,Right,1.0,2.0,RB,2018,01/01/2023,5.833333333,161.0,171.0
1270,221482,K. Hidalgo,22,Chile,66,71,CD Huachipato,725.0,1,Right,1.0,2.0,CB,2014,01/01/2023,5.833333333,161.0,1000.0
1271,221489,J. Flores,21,Chile,63,73,CD Antofagasta,600.0,1,Right,1.0,2.0,LW,2016,31/12/2018,5.5,132.0,4585.060806
1272,221491,N. Elvedi,21,Switzerland,77,84,Borussia Mönchengladbach,11000.0,19,Right,2.0,3.0,RCB,2015,01/01/2021,6.166666667,172.0,20900.0
1273,221539,Carrillo,24,Spain,68,75,Cádiz CF,1300.0,4,Right,1.0,2.0,ST,2017,01/01/2020,6.25,176.0,2300.0
1274,221562,M. Mbaye,22,Senegal,65,73,Carpi,775.0,4,Right,1.0,3.0,LCM,2016,30/06/2019,6.083333333,176.0,4585.060806
1276,221601,Carlos Abad,23,Spain,67,77,Córdoba CF,950.0,2,Right,1.0,1.0,GK,2016,30/06/2019,6.333333333,194.0,4585.060806
1278,221639,Mariano,24,Dominican Republic,80,85,Real Madrid,20000.0,140,Right,1.0,3.0,ST,2018,01/01/2023,5.916666667,168.0,42500.0
1279,221660,V. Lindelöf,23,Sweden,79,85,Manchester United,14500.0,91,Right,2.0,3.0,CB,2017,01/01/2021,6.166666667,176.0,29700.0
1280,221661,G. Vadalá,21,Argentina,66,76,CD Universidad de Concepción,1000.0,5,Right,1.0,3.0,CAM,2016,30/06/2019,5.5,143.0,4585.060806
1281,221908,L. Morgan,21,Scotland,66,77,Celtic,1100.0,10,Right,1.0,3.0,LM,2018,01/01/2022,5.833333333,165.0,2200.0
1282,221964,Wu Yake,27,China PR,65,67,Changchun Yatai FC,450.0,2,Right,1.0,1.0,GK,2012,01/01/2021,6.083333333,179.0,1000.0
1283,221972,Sun Jie,26,China PR,66,70,Changchun Yatai FC,700.0,3,Right,1.0,2.0,LCB,2010,01/01/2020,6.25,194.0,1600.0
1284,221976,Jiang Zhe,29,China PR,60,60,Changchun Yatai FC,160.0,2,Right,1.0,2.0,RWB,2012,01/01/2020,5.833333333,185.0,344.0
1285,221978,Li Guang,27,China PR,58,60,Changchun Yatai FC,120.0,2,Right,1.0,2.0,CDM,2012,01/01/2020,5.75,163.0,267.0
1286,222028,J. Weigl,22,Germany,79,84,Borussia Dortmund,14500.0,43,Right,3.0,3.0,CDM,2015,01/01/2021,6.083333333,159.0,25700.0
1288,222156,J. Bree,20,England,65,77,Aston Villa,850.0,3,Right,1.0,2.0,RB,2017,01/01/2021,5.833333333,163.0,1800.0
1291,222309,B. Gómez,24,Argentina,68,72,CD Feirense,1200.0,5,Right,1.0,3.0,RM,2018,01/01/2021,5.666666667,150.0,2500.0
1293,222355,L. Valzania,22,Italy,69,78,Atalanta,1600.0,11,Right,1.0,3.0,CM,2015,01/01/2023,6.0,170.0,3000.0
1294,222368,A. Miranchuk,22,Russia,74,81,Lokomotiv Moscow,8000.0,1,Right,1.0,3.0,CAM,2012,01/01/2019,6.0,159.0,18400.0
1295,222391,J. Minala,21,Cameroon,70,76,Lazio,2400.0,17,Right,1.0,3.0,CM,2013,01/01/2019,6.0,185.0,4600.0
1297,222404,M. Normann,22,Norway,69,77,Brighton & Hove Albion,1500.0,18,Right,1.0,3.0,CM,2017,01/01/2020,5.833333333,165.0,3200.0
1298,222422,A. Jakubiak,21,Scotland,59,69,Bristol Rovers,260.0,1,Right,1.0,2.0,ST,2014,01/01/2020,5.833333333,146.0,507.0
1299,222466,José Carlos,22,Spain,66,76,CD Lugo,900.0,2,Left,1.0,2.0,CB,2018,01/01/2020,6.0,165.0,1600.0
1300,222492,L. Sané,22,Germany,86,92,Manchester City,61000.0,195,Left,2.0,4.0,LW,2016,01/01/2021,6.0,165.0,125100.0
1301,222493,M. Friedrich,22,Germany,70,78,1. FC Union Berlin,2300.0,13,Right,1.0,2.0,RCB,2018,01/01/2021,6.333333333,172.0,4100.0
1302,222501,T. Castagne,22,Belgium,71,78,Atalanta,3300.0,14,Right,1.0,3.0,LM,2017,01/01/2020,6.083333333,176.0,6300.0
1303,222509,Dani Ceballos,21,Spain,81,88,Real Madrid,25000.0,120,Right,1.0,4.0,LCM,2017,01/01/2023,5.833333333,154.0,56300.0
1305,222553,S. Griesbeck,27,Germany,70,70,1. FC Heidenheim 1846,1500.0,7,Right,1.0,2.0,LDM,2013,01/01/2020,6.166666667,187.0,2300.0
1306,222558,R. Karsdorp,23,Netherlands,75,80,Roma,7500.0,39,Right,1.0,3.0,RB,2017,01/01/2022,6.0,176.0,13300.0
1307,222576,Pleguezuelo,21,Spain,68,77,Arsenal,1200.0,21,Right,1.0,3.0,CB,2014,01/01/2019,5.916666667,139.0,2500.0
1308,222692,B. Schmitz,23,Germany,69,72,1. FC Köln,1100.0,8,Right,1.0,2.0,RCB,2018,01/01/2022,6.0,165.0,1700.0
1309,222714,C. Lemonheigh-Evans,21,Wales,54,65,Bristol City,120.0,5,Right,1.0,2.0,ST,2015,01/01/2023,5.833333333,161.0,252.0
1311,222775,T. Pachonik,23,Germany,71,77,Carpi,2700.0,2,Right,1.0,3.0,RB,2017,01/01/2020,6.083333333,194.0,4800.0
1312,222782,M. Baghdadi,21,Germany,59,67,Bristol Rovers,230.0,1,Left,1.0,2.0,LM,2017,01/01/2019,5.833333333,163.0,449.0
1313,222922,J. Hesketh,22,England,67,78,Burton Albion,1300.0,13,Right,1.0,3.0,RM,2016,02/01/2019,5.5,139.0,4585.060806
1314,222973,M. Diakota,27,France,64,64,AS Béziers,475.0,2,Right,1.0,3.0,CM,2017,01/01/2023,5.916666667,159.0,831.0
1315,222987,H. Yamaguchi,27,Japan,71,72,Cerezo Osaka,2200.0,6,Right,1.0,3.0,RCM,2016,01/01/2023,5.666666667,159.0,3000.0
1316,222993,Y. Kakitani,28,Japan,70,70,Cerezo Osaka,1800.0,6,Right,1.0,3.0,LS,2016,01/01/2023,5.833333333,150.0,2300.0
1317,223009,E. Lancini,24,Italy,66,71,Brescia,725.0,1,Right,1.0,2.0,CB,2013,01/01/2023,6.166666667,174.0,1200.0
1318,223010,L. Morosini,22,Italy,69,75,Brescia,1400.0,2,Right,1.0,3.0,CAM,2018,01/01/2022,5.75,154.0,2500.0
1319,223030,A. Kara,25,Turkey,70,73,Bursaspor,2200.0,10,Right,1.0,3.0,LDM,2018,01/01/2020,6.083333333,185.0,4600.0
1320,223033,Jorge Meré,21,Spain,77,83,1. FC Köln,10500.0,15,Right,1.0,2.0,CB,2017,01/01/2023,6.0,176.0,17900.0
1322,223056,Álvaro Bustos,23,Spain,65,72,CF Rayo Majadahonda,750.0,3,Left,1.0,3.0,LW,2016,30/06/2019,5.666666667,154.0,4585.060806
1324,223080,H. Dunk,27,England,61,61,Cambridge United,260.0,3,Left,1.0,2.0,LM,2011,01/01/2020,6.0,161.0,455.0
1325,223095,F. Palacios Martínez,23,Spain,65,71,1. FC Nürnberg,750.0,6,Right,1.0,4.0,ST,2018,01/01/2021,5.583333333,143.0,1500.0
1326,223105,N. Oroz,24,Argentina,65,70,CD O'Higgins,725.0,5,Left,1.0,3.0,RCM,2016,31/12/2018,5.666666667,161.0,4585.060806
1327,223136,Y. Erdoğan,25,Turkey,71,72,Bursaspor,2800.0,11,Left,1.0,3.0,LM,2017,01/01/2020,5.583333333,150.0,5800.0
1328,223143,U. Garcia,22,Switzerland,65,72,BSC Young Boys,650.0,4,Left,1.0,3.0,LB,2018,01/01/2022,6.0,172.0,1100.0
1329,223147,J. Biada,25,Germany,66,68,1. FC Kaiserslautern,800.0,2,Right,1.0,3.0,RS,2018,01/01/2021,5.833333333,168.0,1200.0
1330,223151,D. Oberlin,20,Switzerland,69,81,FC Basel 1893,1900.0,10,Right,1.0,4.0,ST,2018,01/01/2021,6.0,163.0,3200.0
1332,223175,O. Kocuk,22,Turkey,64,73,Bursaspor,525.0,2,Right,1.0,1.0,GK,2011,01/01/2020,6.166666667,172.0,1200.0
1333,223198,A. Adnan,24,Iraq,72,75,Atalanta,3900.0,16,Left,1.0,4.0,LM,2016,30/06/2019,6.083333333,154.0,4585.060806
1337,223273,M. Pašalić,23,Croatia,76,83,Atalanta,10500.0,71,Right,1.0,4.0,RCM,2016,30/06/2019,6.166666667,183.0,4585.060806
1338,223283,F. Diedhiou,25,Senegal,73,77,Bristol City,5000.0,35,Right,1.0,3.0,LS,2017,01/01/2021,6.166666667,176.0,9900.0
1339,223329,A. Conti,24,Italy,75,79,Milan,8500.0,58,Right,2.0,3.0,RM,2017,01/01/2022,6.0,168.0,15100.0
1340,223393,L. Carillo,21,Italy,61,68,Brescia,300.0,2,Left,1.0,2.0,CB,2016,30/06/2019,6.166666667,165.0,4585.060806
1341,223402,E. Taşdemir,22,Turkey,71,78,Bursaspor,2800.0,9,Left,1.0,3.0,LB,2014,01/01/2019,5.75,154.0,6200.0
1342,223427,L. Jäger,24,Austria,65,70,1. FC Nürnberg,625.0,5,Right,1.0,2.0,CDM,2017,01/01/2020,6.0,163.0,1200.0
1343,223441,O. Sidibé,33,Guinea,65,65,AS Béziers,220.0,2,Right,1.0,2.0,RCB,2018,01/01/2020,5.833333333,168.0,385.0
1344,223537,E. Berggreen,25,Denmark,72,76,1. FSV Mainz 05,4100.0,20,Right,1.0,2.0,ST,2016,01/01/2019,6.333333333,196.0,7600.0
1345,223550,J. Omlin,24,Switzerland,71,79,FC Basel 1893,2600.0,10,Right,1.0,1.0,GK,2018,01/01/2022,6.166666667,176.0,4400.0
1346,223579,Ernest Forgás,24,Spain,62,66,CF Reus Deportiu,400.0,2,Right,1.0,2.0,ST,2017,01/01/2019,6.166666667,161.0,650.0
1347,223603,F. Bredlow,23,Germany,69,77,1. FC Nürnberg,1200.0,7,Left,1.0,1.0,GK,2017,01/01/2020,6.25,198.0,2300.0
1348,223607,Luis Ruiz,26,Spain,65,68,CD Lugo,550.0,2,Left,1.0,2.0,LB,2017,01/01/2019,5.916666667,161.0,921.0
1349,223608,Eraso,28,Spain,76,76,CD Leganés,8000.0,29,Right,1.0,3.0,CAM,2017,01/01/2020,5.916666667,157.0,16800.0
1350,223653,C. Jopia,26,Chile,65,66,CD Huachipato,525.0,1,Left,1.0,3.0,LB,2016,01/01/2019,5.75,165.0,748.0
1351,223665,F. Ciampichetti,30,Argentina,66,66,CD Antofagasta,625.0,2,Right,1.0,2.0,ST,2016,01/01/2018,6.083333333,187.0,844.0
1352,223697,R. Gosens,23,Germany,72,77,Atalanta,4200.0,16,Left,1.0,3.0,LM,2017,01/01/2020,6.0,168.0,7400.0
1356,223765,R. Bauer,23,Germany,72,76,1. FC Nürnberg,3400.0,15,Right,1.0,2.0,RB,2016,30/06/2019,6.0,168.0,4585.060806
1357,223767,O. Özdemir,23,Turkey,64,70,1. FC Kaiserslautern,525.0,1,Right,1.0,2.0,CB,2018,01/01/2021,6.166666667,185.0,866.0
1359,223810,G. Maris,22,England,60,66,Cambridge United,280.0,2,Right,1.0,2.0,LDM,2016,01/01/2019,5.916666667,165.0,546.0
1360,223848,S. Milinković-Savić,23,Serbia,85,90,Lazio,50500.0,73,Right,2.0,4.0,CM,2015,01/01/2023,6.25,168.0,89600.0
1361,223857,O. Salinas,30,Chile,68,68,CD Everton de Viña del Mar,850.0,2,Right,1.0,3.0,LW,2017,01/01/2018,5.666666667,157.0,1100.0
1362,223925,A. Brunst,22,Germany,65,74,1. FC Magdeburg,625.0,3,Right,1.0,1.0,GK,2017,01/01/2019,6.416666667,194.0,1100.0
1363,223934,B. Yardımcı,25,Turkey,68,70,Bursaspor,900.0,6,Right,1.0,3.0,RB,2017,01/01/2020,5.75,157.0,1900.0
1365,223963,C. Humphreys-Grant,19,England,62,77,Manchester City,600.0,6,Right,1.0,2.0,CB,2015,01/01/2023,6.166666667,176.0,1500.0
1366,223966,Vítor Bruno,28,Portugal,70,70,CD Feirense,1400.0,7,Left,1.0,3.0,LB,2018,01/01/2020,5.583333333,143.0,2900.0
1367,223993,M. Osei Kwadwo,23,Ghana,65,73,1. FC Magdeburg,800.0,4,Right,1.0,2.0,RM,2018,01/01/2020,5.583333333,150.0,1400.0
1368,224003,Sergio Herrera,25,Spain,71,73,CA Osasuna,2000.0,5,Right,1.0,1.0,GK,2017,01/01/2021,6.333333333,176.0,3400.0
1369,224019,Pedro Chirivella,21,Spain,66,75,Liverpool,975.0,17,Right,1.0,3.0,CM,2014,01/01/2020,5.833333333,146.0,2000.0
1371,224057,A. Farías,30,Argentina,72,72,CD Palestino,2300.0,4,Right,1.0,2.0,RCM,2018,01/01/2023,5.833333333,154.0,3100.0
1372,224134,A. Márquez,26,Chile,67,68,CD O'Higgins,725.0,3,Right,1.0,3.0,RB,2016,01/01/2019,5.666666667,170.0,1000.0
1373,224143,Querol,29,Spain,68,68,CF Reus Deportiu,875.0,4,Right,1.0,3.0,RM,2016,01/01/2019,6.0,165.0,1400.0
1374,224165,J. Huentelaf,29,Chile,68,68,CD Universidad de Concepción,875.0,3,Right,1.0,3.0,RW,2017,01/01/2018,5.833333333,161.0,1200.0
1375,224232,N. Barella,21,Italy,77,89,Cagliari,15500.0,24,Right,2.0,3.0,RCM,2014,01/01/2022,5.666666667,150.0,29500.0
1376,224251,R. Zentner,23,Germany,69,76,1. FSV Mainz 05,1100.0,8,Right,1.0,1.0,GK,2017,01/01/2021,6.333333333,212.0,2200.0
1377,224253,D. Parker,22,Germany,64,72,1. FSV Mainz 05,675.0,5,Right,1.0,3.0,LW,2014,01/01/2019,5.75,146.0,1400.0
1378,224258,K. Ajer,20,Norway,73,82,Celtic,5500.0,26,Right,1.0,3.0,CB,2016,01/01/2022,6.416666667,207.0,11000.0
1379,224323,B. Touré,23,Ivory Coast,64,70,Córdoba CF,600.0,2,Right,1.0,2.0,CM,2018,01/01/2019,5.583333333,134.0,1100.0
1380,224327,S. Leuko,24,Cameroon,67,72,CD Lugo,850.0,3,Right,1.0,2.0,RB,2015,01/01/2020,5.75,154.0,1400.0
1381,224349,M. Seidel,23,Germany,60,69,1. FC Magdeburg,240.0,1,Right,1.0,1.0,GK,2017,01/01/2019,6.083333333,181.0,420.0
1382,224376,Philipe Sampaio,23,Brazil,70,77,CD Feirense,2100.0,6,Right,1.0,2.0,CB,2018,01/01/2023,6.25,183.0,4900.0
1383,224425,M. Wolf,23,Germany,77,82,Borussia Dortmund,12000.0,41,Right,2.0,3.0,RM,2018,01/01/2023,6.166666667,181.0,21300.0
1384,224455,A. Arrighini,28,Italy,67,67,Carpi,800.0,2,Right,1.0,2.0,LS,2018,01/01/2020,5.916666667,165.0,1200.0
1385,224462,Tan Tiancheng,27,China PR,63,64,Changchun Yatai FC,425.0,3,Right,1.0,2.0,ST,2018,01/01/2020,5.833333333,154.0,946.0
1386,224465,Tong Le,25,China PR,64,66,CD Aves,550.0,3,Right,1.0,2.0,CM,2018,01/01/2023,5.75,150.0,1200.0
1387,224470,He Chao,23,China PR,66,71,Changchun Yatai FC,725.0,3,Right,1.0,2.0,LCM,2016,01/01/2021,5.833333333,170.0,1600.0
1388,224488,F. Soyalp,23,Turkey,64,70,Bursaspor,600.0,4,Right,1.0,3.0,CM,2012,01/01/2019,5.75,161.0,1300.0
1389,224489,E. Ersoy,21,Turkey,70,80,Bursaspor,2500.0,7,Right,1.0,2.0,CB,2014,01/01/2020,6.166666667,181.0,5500.0
1390,224558,Yu Rui,25,China PR,67,71,Changchun Yatai FC,825.0,4,Right,1.0,2.0,RCB,2017,01/01/2019,6.083333333,168.0,1800.0
1391,224584,Jairo,24,Spain,67,70,Cádiz CF,975.0,8,Left,1.0,3.0,LM,2016,30/06/2019,5.416666667,148.0,4585.060806
1392,224662,M. Multhaup,21,Germany,63,72,1. FC Heidenheim 1846,575.0,2,Right,1.0,3.0,RM,2018,01/01/2020,5.75,157.0,1000.0
1393,224673,Zhang Li,28,China PR,59,59,Changchun Yatai FC,150.0,2,Right,1.0,2.0,RCM,2017,01/01/2019,5.666666667,154.0,323.0
1394,224763,K. Bielik,20,Poland,63,78,Charlton Athletic,725.0,10,Right,1.0,2.0,CB,2016,30/06/2019,6.166666667,172.0,4585.060806
1395,224798,R. Gall,23,United States,68,77,Malmö FF,1400.0,3,Right,1.0,3.0,CAM,2018,01/01/2022,5.75,154.0,2100.0
1396,224819,R. Huser,20,Switzerland,54,71,FC Basel 1893,150.0,3,Right,1.0,2.0,CM,2018,01/01/2019,5.916666667,154.0,319.0
1397,224869,Bustinza,26,Spain,75,78,CD Leganés,7000.0,24,Right,1.0,2.0,RCB,2016,01/01/2019,5.75,163.0,15200.0
1398,224875,B. Innocent,22,Nigeria,66,77,Malmö FF,975.0,2,Right,1.0,3.0,CDM,2017,01/01/2021,5.916666667,154.0,1500.0
1399,224887,D. Telford,21,England,61,70,Bury,400.0,2,Left,1.0,2.0,ST,2018,01/01/2020,5.75,159.0,780.0
1400,224894,Álex Mozo,23,Spain,61,70,CD Leganés,375.0,4,Right,1.0,3.0,CM,2016,01/01/2019,5.416666667,137.0,863.0
1401,224895,F. Serraiocco,24,Italy,59,63,Carpi,140.0,1,Right,1.0,1.0,GK,2017,01/01/2023,6.25,183.0,228.0
1404,224930,A. Sabbione,26,Italy,65,66,Carpi,625.0,1,Right,1.0,2.0,RCM,2014,01/01/2021,6.166666667,174.0,1000.0
1405,224933,K. Lasagna,25,Italy,77,80,Udinese,11500.0,29,Left,2.0,3.0,ST,2017,01/01/2020,6.083333333,176.0,21600.0
1406,224947,D. Grimshaw,20,England,54,68,Manchester City,120.0,6,Right,1.0,1.0,GK,2016,01/01/2021,6.083333333,170.0,297.0
1407,224953,André Moreira,22,Portugal,71,80,Aston Villa,2800.0,17,Right,1.0,1.0,GK,2016,30/06/2019,6.333333333,185.0,4585.060806
1408,224980,M. Busch,23,Germany,67,72,1. FC Heidenheim 1846,850.0,4,Right,1.0,3.0,RB,2017,01/01/2020,6.0,176.0,1400.0
1409,224981,Grego Sierra,25,Spain,65,70,CD Numancia,700.0,3,Left,1.0,2.0,CM,2017,01/01/2019,6.083333333,179.0,1200.0
1410,224986,Jesús Valentín,26,Spain,68,71,Córdoba CF,925.0,4,Right,1.0,2.0,CB,2018,01/01/2020,6.083333333,174.0,1500.0
1411,225016,G. Di Noia,23,Italy,65,71,Carpi,725.0,4,Left,1.0,3.0,CM,2016,30/06/2019,5.916666667,159.0,4585.060806
1412,225018,F. Andone,25,Romania,77,81,Brighton & Hove Albion,11500.0,49,Right,2.0,3.0,ST,2018,01/01/2023,5.916666667,172.0,22700.0
1413,225100,J. Gomez,21,England,78,88,Liverpool,14500.0,61,Right,1.0,3.0,CB,2015,01/01/2024,6.166666667,170.0,30500.0
1414,225105,Cristo González,20,Spain,66,78,Real Madrid,1200.0,26,Right,1.0,3.0,ST,2017,01/01/2019,5.833333333,163.0,2600.0
1415,225106,Jorge Sáenz,21,Spain,70,80,CD Tenerife,2500.0,4,Right,1.0,2.0,RCB,2014,01/01/2020,6.333333333,165.0,4500.0
1417,225151,A. Traoré,23,Mali,72,77,AS Monaco,4100.0,35,Left,1.0,3.0,CM,2015,01/01/2020,5.916666667,159.0,8100.0
1418,225161,Vallejo,21,Spain,78,86,Real Madrid,13500.0,81,Right,1.0,2.0,CB,2015,01/01/2021,6.0,174.0,30400.0
1419,225168,V. Jacob,24,France,65,70,Chamois Niortais Football Club,725.0,2,Right,1.0,3.0,CAM,2018,01/01/2021,5.583333333,148.0,1300.0
1420,225174,D. Louiserre,23,France,68,73,Chamois Niortais Football Club,1000.0,3,Right,1.0,3.0,RDM,2018,01/01/2021,5.666666667,141.0,1900.0
1421,225199,V. Koziello,22,France,76,82,1. FC Köln,10500.0,19,Right,2.0,4.0,CM,2018,01/01/2022,5.5,128.0,17900.0
1422,225200,Kike Barja,21,Spain,68,75,CA Osasuna,1300.0,3,Right,1.0,3.0,RM,2014,01/01/2021,5.833333333,152.0,2300.0
1424,225258,Borja,21,Spain,66,74,CD Lugo,825.0,2,Right,1.0,2.0,RB,2018,01/01/2021,5.75,148.0,1500.0
1425,225261,Sergio Gil,22,Spain,66,74,CD Lugo,825.0,2,Left,1.0,3.0,CDM,2016,01/01/2019,6.0,150.0,1500.0
1426,225280,D. Mitov,21,Bulgaria,56,63,Cambridge United,90.0,1,Right,1.0,1.0,GK,2017,01/01/2021,6.166666667,168.0,176.0
1427,225294,Edson Farias,26,Brazil,70,71,CD Feirense,2100.0,7,Right,1.0,3.0,RB,2017,01/01/2019,5.75,148.0,4500.0
1428,225316,J. Hendry,23,Scotland,67,74,Celtic,925.0,13,Right,1.0,2.0,CB,2018,01/01/2022,6.333333333,179.0,1900.0
1430,225341,David García,24,Spain,68,73,CA Osasuna,1000.0,4,Right,1.0,2.0,CB,2013,01/01/2020,6.083333333,159.0,1700.0
1431,225364,W. Miller,22,England,62,71,Burton Albion,475.0,2,Right,1.0,2.0,LM,2017,01/01/2019,5.5,146.0,926.0
1432,225387,L. Page,22,England,66,75,Charlton Athletic,850.0,3,Left,1.0,2.0,LB,2017,01/01/2019,5.833333333,159.0,1700.0
1433,225395,Ezkieta,21,Spain,63,75,FC Barcelona,525.0,10,Right,1.0,1.0,GK,2015,01/01/2019,6.333333333,172.0,1200.0
1434,225426,Arana,21,Brazil,74,82,Sevilla FC,7000.0,10,Left,1.0,3.0,LB,2018,01/01/2022,5.75,150.0,16100.0
